Episode,Reward
36000,0.45082
36100,11.7938
36200,-1.66218
36300,11.6731
36400,10.8873
36500,0.205022
36600,10.0459
36700,-2.96117
36800,-2.05858
36900,3.71859
37000,14.6772
37100,10.6698
37200,11.6662
37300,0.799628
37400,4.24344
37500,8.18846
37600,1.01332
37700,20.1198
37800,12.1241
37900,1.0557
38000,12.5807
38100,15.546
38200,-3.37346
38300,9.571
38400,13.886
38500,1.23178
38600,16.7614
38700,11.224
38800,5.40782
38900,12.2415
39000,6.58199
39100,-0.0227794
39200,2.03743
39300,10.7809
39400,5.95754
39500,5.41021
39600,10.1804
39700,6.45641
39800,4.47335
39900,4.89268
40000,4.17473
40100,8.27215
40200,11.4359
40300,6.68934
40400,9.08195
40500,-2.31661
40600,6.95708
40700,10.2026
40800,3.25023
40900,8.51093
41000,-3.75137
41100,4.70669
41200,7.36553
41300,12.3044
41400,-0.327563
41500,5.02144
41600,6.03602
41700,1.49684
41800,13.6024
41900,2.61614
42000,14.3219
42100,5.56374
42200,6.85969
42300,7.30468
42400,4.68496
42500,11.4146
42600,9.12404
42700,11.6244
42800,9.23771
42900,10.7335
43000,13.276
43100,8.44246
43200,7.0788
43300,6.59584
43400,2.11801
43500,-1.08198
43600,4.43315
43700,9.64624
43800,7.81175
43900,4.75268
44000,1.87807
44100,3.91396
44200,6.32367
44300,4.32675
44400,6.60449
44500,5.67339
44600,7.37246
44700,11.5606
44800,13.147
44900,2.53898
45000,8.04286
45100,8.70354
45200,13.5298
45300,2.22117
45400,2.99276
45500,12.4048
45600,11.7755
45700,-4.10993
45800,-2.22463
45900,3.4178
46000,14.9935
46100,1.76588
46200,3.10803
46300,8.92787
46400,9.79432
46500,14.6767
46600,-5.99932
46700,5.89811
46800,12.8832
46900,6.24572
47000,4.76073
47100,8.06264
47200,0.185718
47300,-0.290962
47400,5.73214
47500,9.51628
47600,3.95946
47700,-3.3757
47800,0.479568
47900,0.725199
48000,9.52273
48100,15.4322
48200,6.14105
48300,1.48898
48400,-3.17496
48500,6.70247
48600,0.561162
48700,9.25163
48800,1.66479
48900,10.8748
49000,12.4734
49100,6.23056
49200,11.3843
49300,5.19098
49400,1.78512
49500,9.39322
49600,10.3667
49700,3.66953
49800,17.0811
49900,13.4221
50000,2.73618
