Episode,Reward
15300,5.87561
15400,15.2309
15500,7.51021
15600,10.0418
15700,11.7736
15800,10.8047
15900,4.12927
16000,9.53517
16100,17.8217
16200,11.9413
16300,7.28466
16400,15.4144
16500,10.2811
16600,11.211
16700,5.57787
16800,7.9645
16900,6.8933
17000,7.80586
17100,3.43406
17200,15.8115
17300,5.35085
17400,1.4398
17500,5.00329
17600,9.68093
17700,6.58886
17800,10.3118
17900,4.44244
18000,3.53085
18100,11.808
18200,9.2249
18300,8.48038
18400,12.4179
18500,4.4749
18600,6.82033
18700,6.42171
18800,8.21725
18900,4.66902
19000,5.44561
19100,2.39719
19200,9.96863
19300,3.82432
19400,5.6802
19500,2.60634
19600,7.4969
19700,9.57765
19800,12.0405
19900,6.30533
20000,1.88256
20100,5.09959
20200,11.9962
20300,5.58779
20400,8.44912
20500,8.22544
20600,5.04701
20700,5.16197
20800,7.41148
20900,6.13031
21000,1.96293
21100,8.50179
21200,6.49512
21300,6.89032
21400,5.13547
21500,15.7803
21600,7.44945
21700,5.08035
21800,9.394
21900,7.56985
22000,9.03257
22100,6.02916
22200,8.65512
22300,3.03433
22400,8.46183
22500,7.21224
22600,0.390222
22700,6.96472
22800,3.82627
22900,2.76695
23000,6.82904
23100,3.10561
23200,8.23927
23300,4.12132
23400,4.0496
23500,5.14895
23600,5.56914
23700,3.39506
23800,4.29995
23900,1.82665
24000,3.63369
24100,3.14893
24200,6.83609
24300,5.58662
24400,0.18012
24500,6.96227
24600,0.575922
24700,2.79915
24800,4.75637
24900,0.261547
25000,1.48474
25100,2.96482
25200,4.19633
25300,-1.59748
25400,4.79642
25500,0.61231
25600,1.77749
25700,-0.0319573
25800,5.97995
25900,1.60714
26000,4.21407
26100,5.9158
26200,6.98001
26300,6.9986
26400,2.32071
26500,6.82119
26600,0.925935
26700,4.48588
26800,5.81739
26900,4.0486
27000,1.63722
27100,5.42847
27200,8.24659
27300,-2.21597
27400,2.41265
27500,7.76533
27600,4.61998
27700,1.5663
27800,9.9226
27900,5.1476
28000,5.6173
28100,1.38632
28200,3.16201
28300,3.46734
28400,1.02738
28500,5.65134
28600,3.07263
28700,2.05838
28800,4.09982
28900,4.53635
29000,4.26593
29100,2.67315
29200,6.05713
29300,1.41297
29400,2.89603
29500,-0.340681
29600,6.82007
29700,-1.29965
29800,3.02326
29900,2.92937
30000,4.29371
30100,1.24423
30200,0.471311
30300,-1.92962
30400,4.66635
30500,3.26768
30600,-0.901109
30700,4.3101
30800,4.40562
30900,0.647541
31000,4.42614
31100,2.19643
31200,5.02219
31300,2.36931
31400,1.09915
31500,1.37901
31600,1.60413
31700,-0.719338
31800,1.45889
31900,1.30082
32000,1.13928
32100,4.21327
32200,0.452645
32300,0.290488
32400,-0.0674219
32500,1.77575
32600,-1.51001
32700,0.000293162
32800,2.19408
32900,1.74572
33000,2.47758
33100,1.62446
33200,1.57713
33300,-0.411104
33400,1.53314
33500,-0.546215
33600,0.959559
33700,1.60867
33800,0.734281
33900,1.93506
34000,1.78642
34100,0.688757
34200,1.00699
34300,-0.0253412
34400,0.820838
34500,2.12617
34600,-0.627194
34700,2.06803
34800,1.05363
34900,2.1084
35000,1.56937
35100,1.33173
35200,-0.998124
35300,1.60281
35400,1.68872
35500,1.42663
35600,2.55801
35700,-0.0255344
35800,-1.38367
35900,0.255061
36000,1.25572
36100,-1.50261
36200,1.40839
36300,0.742592
36400,2.10315
36500,0.625928
36600,2.16416
36700,0.966704
36800,3.59473
36900,1.94139
37000,2.23005
37100,2.06912
37200,3.66403
37300,0.530569
37400,-1.33483
37500,0.288354
37600,0.878784
37700,5.63139
37800,1.36366
37900,0.50436
38000,2.61928
38100,1.08199
38200,1.87055
38300,1.74973
38400,1.54695
38500,3.75743
38600,2.19032
38700,1.40154
38800,2.30624
38900,2.61342
39000,1.07105
39100,4.61373
39200,-0.221148
39300,1.46802
39400,1.5083
39500,1.83315
39600,1.47135
39700,-0.255929
39800,-4.57048
39900,3.99042
40000,3.36954
40100,-0.756595
40200,1.19374
40300,4.45118
40400,1.8551
40500,-0.0422388
40600,2.44059
40700,0.717353
40800,-1.79108
40900,1.07968
41000,0.768753
41100,-1.23555
41200,0.664575
41300,0.987981
41400,1.00265
41500,1.18549
41600,0.783337
41700,0.296351
41800,1.49688
41900,2.44551
42000,2.01363
42100,1.4908
42200,-0.551681
42300,0.333672
42400,0.292761
42500,1.64703
42600,1.87404
42700,1.39829
42800,0.100479
42900,1.66201
43000,1.67126
43100,0.434557
43200,0.88909
43300,-0.934017
43400,-1.56315
43500,1.54739
43600,-0.259255
43700,-0.730585
43800,0.262229
43900,1.41587
44000,-0.390237
44100,2.1949
44200,-2.23554
44300,0.391607
44400,1.26654
44500,0.704988
44600,2.46627
44700,1.16902
44800,1.47298
44900,0.0369586
45000,1.9897
45100,0.259514
45200,1.92268
45300,0.220319
45400,2.44118
45500,0.539059
45600,1.13609
45700,2.54405
45800,2.48706
45900,-0.474715
46000,1.17779
46100,0.0663121
46200,0.99432
46300,2.11554
46400,2.07549
46500,1.08727
46600,-1.33384
46700,-0.109777
46800,2.20883
46900,2.99372
47000,1.30345
47100,1.747
47200,-0.152707
47300,0.155424
47400,-0.339653
47500,1.54445
47600,0.833817
47700,2.22671
47800,-0.207412
47900,0.102739
48000,-0.867228
48100,2.3103
48200,0.382841
48300,0.88824
48400,0.597795
48500,0.987051
48600,-0.767133
48700,0.74775
48800,2.02945
48900,-1.45421
49000,2.78513
49100,1.75592
49200,1.54856
49300,0.691921
49400,1.58806
49500,2.59615
49600,0.620349
49700,-0.418006
49800,0.677389
49900,2.20355
50000,0.389219
