Episode,Reward
33400,0.00182779
33500,2.8591
33600,2.17605
33700,0.662205
33800,0.514382
33900,1.65385
34000,0.134007
34100,4.65686
34200,0.457684
34300,-0.1578
34400,4.22748
34500,0.101729
34600,-0.277882
34700,2.63636
34800,1.21138
34900,0.256457
35000,0.721873
35100,1.7755
35200,2.08213
35300,2.85066
35400,1.81829
35500,2.04999
35600,0.985661
35700,1.30626
35800,-1.26668
35900,2.0402
36000,1.07061
36100,1.80514
36200,1.31043
36300,2.07575
36400,0.789615
36500,0.901364
36600,1.22796
36700,0.695687
36800,3.58927
36900,1.39402
37000,1.64243
37100,0.670831
37200,-0.0250659
37300,2.49558
37400,1.22896
37500,0.599107
37600,1.08996
37700,-1.44608
37800,2.54042
37900,0.551459
38000,0.836248
38100,3.04348
38200,-0.295742
38300,1.15848
38400,-1.39409
38500,0.781743
38600,0.70682
38700,1.9875
38800,1.47034
38900,1.05673
39000,1.51879
39100,-0.0591504
39200,-0.308271
39300,-0.0308195
39400,0.569868
39500,-0.133666
39600,0.614684
39700,1.36661
39800,-1.06432
39900,0.876438
40000,0.0859482
40100,1.25922
40200,2.27061
40300,2.7155
40400,-3.13823
40500,-1.28084
40600,0.0125316
40700,2.44373
40800,3.11823
40900,2.09954
41000,-2.25641
41100,2.61654
41200,3.79544
41300,1.81005
41400,0.832642
41500,2.89117
41600,0.897766
41700,0.756971
41800,-0.322242
41900,0.546558
42000,1.06784
42100,2.15125
42200,-0.709117
42300,0.500461
42400,0.606058
42500,0.542724
42600,3.26843
42700,1.90473
42800,0.493923
42900,2.43601
43000,-0.381195
43100,1.92009
43200,3.09181
43300,2.65441
43400,2.58707
43500,-0.844226
43600,3.77445
43700,1.59279
43800,-0.485346
43900,-1.57484
44000,1.69689
44100,2.75869
44200,-0.181381
44300,0.83531
44400,-0.124412
44500,-0.475358
44600,2.44425
44700,0.932257
44800,-1.94695
44900,1.83991
45000,0.434719
45100,-0.985022
45200,2.71093
45300,-0.207681
45400,2.25764
45500,1.9332
45600,2.13546
45700,-0.458492
45800,-0.815643
45900,0.805533
46000,0.368948
46100,-0.344734
46200,-0.176638
46300,2.28384
46400,1.45194
46500,0.254239
46600,1.62193
46700,3.16655
46800,-0.771074
46900,3.04525
47000,1.37007
47100,1.42635
47200,5.13123
47300,2.02201
47400,3.2107
47500,2.13838
47600,1.79211
47700,1.03045
47800,-0.469237
47900,0.85721
48000,1.28234
48100,-0.68401
48200,0.782902
48300,-3.53449
48400,1.86815
48500,0.536178
48600,-3.04262
48700,0.122077
48800,-3.9989
48900,1.01076
49000,0.355386
49100,2.37696
49200,0.62921
49300,1.76557
49400,0.274998
49500,1.81622
49600,2.29693
49700,0.26214
49800,1.21391
49900,1.35433
50000,0.00730158
50100,0.988892
50200,0.425286
50300,0.410623
50400,0.613065
50500,1.04144
50600,2.01377
50700,0.513735
50800,1.65728
50900,1.39926
51000,-0.677346
51100,0.0782038
51200,3.04318
51300,1.22257
51400,2.29082
51500,1.92112
51600,-1.42227
51700,-0.236417
51800,3.15039
51900,0.258538
52000,-1.05933
52100,-0.139719
52200,1.2194
52300,0.5799
52400,-0.097487
52500,1.34012
52600,-1.52881
52700,0.99047
52800,1.50633
52900,-0.634697
53000,0.996815
53100,-1.18468
53200,1.16367
53300,0.340282
53400,2.09494
53500,0.868999
53600,0.163206
53700,-0.167156
53800,2.76949
53900,3.01014
54000,1.11402
54100,1.25639
54200,0.785659
54300,0.918021
54400,-1.00507
54500,2.65126
54600,1.29663
54700,2.19783
54800,2.934
54900,-0.29862
55000,-1.79923
55100,2.45923
55200,-0.145265
55300,0.240833
55400,2.43143
55500,0.911375
55600,0.450008
55700,0.963497
55800,1.87593
55900,-2.31238
56000,0.568636
56100,1.79803
56200,2.90428
56300,0.755547
56400,1.24301
56500,1.50931
56600,1.963
56700,0.377816
56800,-0.266596
56900,-0.517022
57000,-0.349085
57100,-3.47886
57200,0.934231
57300,-0.193941
57400,0.624626
57500,1.03109
57600,1.23174
57700,1.45563
57800,1.74042
57900,2.28578
58000,-0.577719
58100,0.813994
58200,3.89638
58300,0.697554
58400,1.26117
58500,0.783923
58600,2.326
58700,-0.133237
58800,1.7298
58900,-0.304831
59000,-1.55792
59100,1.97218
59200,3.10705
59300,0.747636
59400,2.70041
59500,-0.494803
59600,0.401752
59700,0.358642
59800,0.975459
59900,0.4304
60000,0.195553
60100,-0.166456
60200,3.74945
60300,0.342191
60400,-1.28629
60500,1.4579
60600,-0.519537
60700,1.72402
60800,1.17672
60900,-0.892292
61000,3.43307
61100,-2.05715
61200,-0.172832
61300,2.10751
61400,0.581398
61500,1.12427
61600,0.0926961
61700,0.718555
61800,1.41658
61900,-0.0286881
62000,0.150318
62100,1.30595
62200,1.50925
62300,-0.13035
62400,2.13378
62500,1.76264
62600,-0.653582
62700,0.795861
62800,-2.85486
62900,0.443666
63000,-3.68157
63100,-0.369709
63200,-0.174667
63300,1.56693
63400,2.55357
63500,-1.18215
63600,0.105005
63700,1.81221
63800,1.17914
63900,0.823339
64000,-1.04943
64100,-0.43683
64200,0.976911
64300,-0.197412
64400,-2.27427
64500,2.05839
64600,1.00117
64700,1.46586
64800,0.912885
64900,3.50727
65000,-2.90247
65100,3.3121
65200,2.97195
65300,1.4174
65400,1.86071
65500,2.64903
65600,1.3718
65700,0.68679
65800,-1.34074
65900,3.91775
66000,1.12967
66100,0.0497712
66200,0.545031
66300,4.14328
66400,1.14301
66500,-1.70343
66600,1.06776
66700,0.462754
66800,1.05933
66900,1.89266
67000,-0.0780348
67100,2.94355
67200,1.81857
67300,-1.84713
67400,2.42218
67500,0.323654
67600,-1.0672
67700,0.0319001
67800,-2.9282
67900,0.672441
68000,1.90632
68100,-0.468163
68200,0.0453941
68300,2.35824
68400,0.204599
68500,0.336136
68600,1.13591
68700,-3.44487
68800,2.01944
68900,0.0796419
69000,2.50856
69100,-0.187976
69200,0.293472
69300,1.00687
69400,1.28575
69500,2.85537
69600,-1.67856
69700,1.49408
69800,1.38513
69900,0.760763
70000,0.971347
70100,0.654502
70200,0.646516
70300,0.42451
70400,1.7132
70500,1.53783
70600,1.87902
70700,1.76452
70800,0.954466
70900,0.820526
71000,0.683005
71100,1.61456
71200,0.668748
71300,-0.356075
71400,0.49872
71500,0.71265
71600,-0.279473
71700,-1.91358
71800,2.5487
71900,-0.0974219
72000,2.34948
72100,0.868981
72200,4.21074
72300,2.08151
72400,0.62066
72500,2.62211
72600,-1.33424
72700,2.01389
72800,2.28873
72900,-1.5241
73000,-0.692043
73100,2.15601
73200,1.40323
73300,1.8216
73400,2.56253
73500,0.710813
73600,-0.93065
73700,0.128749
73800,2.17984
73900,0.296459
74000,-1.70274
74100,1.53293
74200,-0.80082
74300,0.865874
74400,-2.45093
74500,-0.933607
74600,1.22086
74700,-0.0534519
74800,0.176138
74900,1.29205
75000,0.283683
75100,1.94336
75200,0.616523
75300,1.38061
75400,-2.74941
75500,3.87446
75600,1.49979
75700,-1.4056
75800,0.684938
75900,-0.399866
76000,-0.478183
76100,3.67171
76200,-0.79289
76300,-0.193329
76400,2.28137
76500,1.62121
76600,1.28046
76700,0.637455
76800,-0.113464
76900,-0.410754
77000,-0.690246
77100,0.446044
77200,2.42038
77300,0.46547
77400,1.27755
77500,-2.03505
77600,1.06338
77700,1.31091
77800,0.139062
77900,1.51425
78000,1.26213
78100,1.20863
78200,0.501555
78300,0.510008
78400,1.40121
78500,0.982705
78600,-0.188225
78700,0.728613
78800,-0.822666
78900,-0.31239
79000,-1.06704
79100,-1.02566
79200,0.971524
79300,-1.63213
79400,-0.486828
79500,-0.848981
79600,1.12128
79700,0.0267109
79800,0.462469
79900,0.326865
80000,0.840675
80100,0.514101
80200,2.56919
80300,0.466384
80400,0.0842677
80500,2.35824
80600,-0.931911
80700,-0.0855328
80800,2.44811
80900,-0.146094
81000,-0.144947
81100,0.569026
81200,-2.26794
81300,-0.371889
81400,0.578641
81500,1.18962
81600,-0.482429
81700,2.19468
81800,1.6211
81900,-0.962098
82000,0.152781
82100,0.902258
82200,0.960841
82300,0.387878
82400,0.133388
82500,3.70364
82600,-2.43936
82700,1.89139
82800,0.41864
82900,2.01558
83000,2.07108
83100,3.02888
83200,0.58353
83300,0.449335
83400,0.219524
83500,1.00924
83600,-1.74192
83700,3.48103
83800,1.15666
83900,1.01562
84000,0.92067
84100,1.2473
84200,-2.32097
84300,1.34118
84400,0.453418
84500,0.662158
84600,1.82975
84700,1.02826
84800,2.23849
84900,3.29278
85000,0.295903
85100,0.384322
85200,2.41904
85300,-0.420142
85400,-1.63224
85500,0.870823
85600,1.1168
85700,-0.371096
85800,0.608933
85900,0.961925
86000,0.0128442
86100,1.0816
86200,1.49685
86300,0.115628
86400,-0.249295
86500,-4.00139
86600,1.20194
86700,-0.661648
86800,1.78707
86900,-1.05387
87000,1.62216
87100,0.400242
87200,-0.791798
87300,0.72915
87400,-1.36979
87500,-0.594126
87600,1.34089
87700,1.53737
87800,-0.683919
87900,1.77062
88000,-0.790613
88100,1.45754
88200,2.15587
88300,1.01555
88400,2.63795
88500,-0.0771183
88600,0.71512
88700,2.64504
88800,1.85621
88900,1.37613
89000,-2.0117
89100,1.48672
89200,0.773322
89300,-0.457511
89400,0.629181
89500,1.1247
89600,2.62579
89700,0.826564
89800,-0.243409
89900,0.607888
90000,2.00727
90100,2.09374
90200,0.476876
90300,-0.851062
90400,-1.28813
90500,0.0332103
90600,0.213793
90700,-1.43
90800,2.10614
90900,-0.410147
91000,-1.26447
91100,-2.21571
91200,2.91343
91300,1.09679
91400,-0.121762
91500,-1.64664
91600,2.55891
91700,0.00374265
91800,0.254236
91900,1.20397
92000,1.3226
92100,1.32476
92200,0.112295
92300,1.15958
92400,2.00729
92500,-0.559449
92600,0.473241
92700,0.248702
92800,0.484706
92900,0.0126084
93000,1.9554
93100,-0.319715
93200,0.364905
93300,0.819754
93400,-0.687159
93500,-1.7572
93600,1.04948
93700,1.07103
93800,0.992281
93900,1.1468
94000,0.423528
94100,-4.25181
94200,-2.27856
94300,0.699734
94400,0.574625
94500,-2.51541
94600,-1.15381
94700,3.48669
94800,0.657971
94900,0.808077
95000,-0.793209
95100,-0.401052
95200,1.66311
95300,1.25442
95400,0.179497
95500,-0.340153
95600,1.18973
95700,0.866567
95800,1.63441
95900,-1.94433
96000,0.969754
96100,-1.38285
96200,-1.04148
96300,1.35409
96400,1.92604
96500,0.507666
96600,0.166038
96700,0.919576
96800,0.668657
96900,-0.934644
97000,0.961856
97100,0.338013
97200,1.59802
97300,0.786632
97400,1.90996
97500,1.40843
97600,1.11545
97700,-0.585677
97800,0.339823
97900,0.470278
98000,1.20208
98100,0.943665
98200,-4.89917
98300,0.703361
98400,-2.00509
98500,0.61174
98600,0.140719
98700,0.715445
98800,0.795121
98900,-0.326827
99000,-0.735048
99100,0.186928
99200,0.809767
99300,2.82932
99400,-0.677209
99500,2.80719
99600,1.53088
99700,0.14591
99800,0.4962
99900,1.1006
100000,3.09223
100100,1.85314
100200,1.34669
100300,0.490277
100400,6.62938
100500,1.1866
100600,-0.800552
100700,1.06462
100800,-0.721903
100900,0.675608
101000,0.579002
101100,1.35037
101200,2.35911
101300,0.311078
101400,1.53118
101500,-0.0668719
101600,1.17468
101700,-0.540953
101800,-1.59789
101900,-0.963448
102000,2.25567
102100,-0.768011
102200,1.52649
102300,-2.37185
102400,0.58011
102500,0.733503
102600,-0.490253
102700,0.742212
102800,1.27917
102900,3.07706
103000,2.41269
103100,-1.7945
103200,2.40556
103300,2.31174
103400,-2.26062
103500,-1.26825
103600,1.55067
103700,1.76727
103800,-0.0738503
103900,0.63461
104000,0.266403
104100,1.46501
104200,3.13001
104300,1.14327
104400,-0.764421
104500,2.25617
104600,0.74203
104700,0.502347
104800,-0.353171
104900,1.09507
105000,2.10021
105100,1.7807
105200,-0.158251
105300,0.620502
105400,-0.0999632
105500,-0.850165
105600,-2.6747
105700,1.46767
105800,0.291974
105900,2.93412
106000,-0.570322
106100,1.52132
106200,-1.14927
106300,0.578152
106400,0.643161
106500,0.863092
106600,0.65476
106700,0.529625
106800,0.274398
106900,0.659594
107000,0.436643
107100,0.216751
107200,0.273497
107300,2.08266
107400,-0.104877
107500,0.811044
107600,-0.369168
107700,-0.261795
107800,-1.45494
107900,2.31699
108000,2.67954
108100,-0.414475
108200,2.08031
108300,1.33982
108400,2.37886
108500,1.3881
108600,3.93183
108700,0.617919
108800,2.54494
108900,2.71493
109000,-0.281406
109100,0.858101
109200,0.980063
109300,1.72974
109400,0.829025
109500,2.26358
109600,1.34671
109700,-1.45031
109800,0.565009
109900,0.85613
110000,-1.9679
110100,1.18583
110200,0.629651
110300,1.47421
110400,-0.340328
110500,1.68094
110600,-0.0351189
110700,1.0174
110800,0.75105
110900,1.23397
111000,-0.214467
111100,1.53657
111200,-0.370043
111300,0.511576
111400,-0.118252
111500,0.595602
111600,-1.62407
111700,0.573008
111800,-0.975463
111900,2.09351
112000,2.47134
112100,2.87381
112200,2.39667
112300,1.04669
112400,-0.425631
112500,-0.378111
112600,-1.32093
112700,-6.153
112800,2.19271
112900,1.25832
113000,0.500847
113100,-0.732122
113200,0.358056
113300,1.68973
113400,1.19523
113500,1.02156
113600,1.29882
113700,0.567851
113800,1.56826
113900,-0.855586
114000,-0.450686
114100,-1.21164
114200,-2.49121
114300,-2.01945
114400,2.48641
114500,-0.0295318
114600,0.0267425
114700,-0.36926
114800,-0.9089
114900,0.489639
115000,2.08639
115100,1.53795
115200,0.66681
115300,-0.596439
115400,-2.30942
115500,0.704797
115600,1.2751
115700,0.732142
115800,0.798939
115900,-0.296767
116000,0.998983
116100,-0.442411
116200,0.721569
116300,-1.08118
116400,1.33215
116500,0.638669
116600,0.756511
116700,2.25806
116800,-0.155353
116900,-2.78536
117000,0.355392
117100,0.549163
117200,-0.357833
117300,4.0247
117400,1.70413
117500,1.53038
117600,1.52122
117700,-0.991119
117800,-0.115162
117900,-1.73092
118000,2.59892
118100,1.01938
118200,-1.00626
118300,-0.0884976
118400,0.889618
118500,0.608119
118600,0.00447975
118700,1.3388
118800,-1.52859
118900,1.46328
119000,0.694733
119100,-1.9225
119200,0.906398
119300,-3.58271
119400,-1.19617
119500,-0.898625
119600,-0.540813
119700,0.995152
119800,-0.205894
119900,1.98842
120000,1.04485
120100,1.2779
120200,0.380718
120300,-0.0959366
120400,0.634376
120500,1.76514
120600,2.36525
120700,-3.69416
120800,2.1592
120900,-1.36763
121000,0.973597
121100,1.17049
121200,-2.17225
121300,0.824483
121400,0.859115
121500,1.97287
121600,0.443873
121700,-2.30468
121800,1.80129
121900,2.06255
122000,2.41462
122100,-1.05005
122200,1.25848
122300,0.947824
122400,0.345525
122500,0.754619
122600,0.0742446
122700,0.408816
122800,1.01419
122900,0.0345991
123000,1.74606
123100,2.47003
123200,0.990336
123300,1.68714
123400,1.80111
123500,-0.196902
123600,2.38626
123700,-1.19944
123800,0.591332
123900,-0.122133
124000,1.32886
124100,2.56191
124200,-0.968548
124300,1.12658
124400,1.33927
124500,1.30138
124600,-1.28231
124700,-0.311073
124800,1.32923
124900,-0.881681
125000,0.648782
125100,0.137307
125200,0.33311
125300,0.504952
125400,-0.671487
125500,-1.21259
125600,-0.709248
125700,-0.17921
125800,0.9297
125900,0.960805
126000,0.221951
126100,0.907796
126200,1.06211
126300,0.456185
126400,-1.96196
126500,-3.27133
126600,-0.838723
126700,-0.0924737
126800,0.121456
126900,0.242325
127000,0.999341
127100,-1.18455
127200,1.61717
127300,0.412904
127400,0.432195
127500,0.183445
127600,2.61151
127700,2.16779
127800,-0.739833
127900,-2.90497
128000,1.50926
128100,1.57402
128200,3.52655
128300,0.888629
128400,1.17376
128500,-0.277096
128600,0.232797
128700,1.63459
128800,0.0382422
128900,1.62884
129000,0.982719
129100,1.13022
129200,-0.21833
129300,1.91607
129400,-2.85947
129500,1.33515
129600,-0.635509
129700,1.16007
129800,1.35372
129900,-2.8791
130000,0.207185
130100,0.344635
130200,1.16662
130300,-1.9083
130400,-0.369867
130500,0.970829
130600,-3.88225
130700,0.11964
130800,1.62815
130900,1.53275
131000,-0.302778
131100,0.837895
131200,1.77844
131300,-0.135328
131400,1.90882
131500,-0.983017
131600,-1.07678
131700,2.0449
131800,-0.246575
131900,1.10275
132000,0.24624
132100,-2.61187
132200,-1.44739
132300,0.890056
132400,0.926735
132500,-1.30484
132600,0.0382089
132700,2.91435
132800,2.31317
132900,1.28171
133000,0.560925
133100,0.729146
133200,1.15307
133300,1.1697
133400,-0.862906
133500,1.76428
133600,-0.244508
133700,-0.204926
133800,0.0418717
133900,2.3383
134000,0.320976
134100,-0.338549
134200,0.758365
134300,-0.419078
134400,1.45904
134500,0.994626
134600,1.0169
134700,-2.15155
134800,-0.0517401
134900,2.23977
135000,1.75326
135100,-2.61593
135200,2.00551
135300,-0.850336
135400,-0.440034
135500,2.55832
135600,0.551468
135700,0.700438
135800,0.626089
135900,0.99466
136000,1.5782
136100,-0.268306
136200,-3.27014
136300,-1.17281
136400,0.362937
136500,0.903111
136600,-0.416933
136700,-0.585164
136800,1.42646
136900,0.604213
137000,1.75196
137100,0.145272
137200,0.0717135
137300,0.0076979
137400,0.798829
137500,1.40528
137600,1.0234
137700,1.22676
137800,2.56976
137900,-0.150362
138000,-1.44822
138100,-2.7502
138200,-1.54714
138300,1.97429
138400,-0.269623
138500,2.13571
138600,-1.58203
138700,-1.28094
138800,2.84121
138900,1.76834
139000,0.8232
139100,0.943627
139200,1.41299
139300,2.12037
139400,2.40209
139500,1.89956
139600,1.3154
139700,0.696661
139800,0.297681
139900,1.12586
140000,-0.638101
140100,0.931706
140200,1.12381
140300,0.63841
140400,1.97754
140500,1.61092
140600,2.00835
140700,0.682469
140800,0.280314
140900,0.15221
141000,-0.739146
141100,1.65979
141200,1.80774
141300,1.08837
141400,1.21015
141500,-2.9498
141600,0.402182
141700,0.548834
141800,-0.866594
141900,1.32489
142000,1.75686
142100,0.864771
142200,-1.10554
142300,0.756469
142400,0.6654
142500,0.0693198
142600,1.84606
142700,-1.28117
142800,1.00633
142900,1.20901
143000,0.600127
143100,1.9813
143200,-0.359497
143300,-0.406696
143400,0.509041
143500,2.17874
143600,0.533749
143700,0.023073
143800,0.491116
143900,-0.176936
144000,0.759242
144100,1.54271
144200,-3.03368
144300,-1.05387
144400,1.09318
144500,0.715503
144600,1.2642
144700,-2.40795
144800,1.00826
144900,1.6749
145000,0.649718
145100,1.04283
145200,1.02902
145300,1.0466
145400,-0.401619
145500,0.838853
145600,1.24969
145700,-4.21243
145800,0.688449
145900,0.169484
146000,0.46533
146100,-0.368744
146200,0.843263
146300,-0.19476
146400,0.69977
146500,-3.35659
146600,1.17292
146700,1.08106
146800,0.573796
146900,2.78261
147000,0.0252789
147100,1.25325
147200,0.0566383
147300,0.611237
147400,-0.745414
147500,0.522373
147600,-1.43823
147700,5.5665
147800,0.645782
147900,0.181476
148000,-0.722921
148100,-1.57218
148200,2.00968
148300,-2.81922
148400,0.595755
148500,1.60665
148600,-1.12689
148700,1.55735
148800,1.18947
148900,0.565318
149000,1.50512
149100,1.18726
149200,1.8695
149300,-0.97113
149400,0.193307
149500,0.78898
149600,0.849654
149700,2.02148
149800,-0.0503987
149900,0.127607
150000,1.11938
